produit,value,ville,year,code,parent_code,type_produit
Articles d'habillement et chaussures,101.19999694824219,Kénitra,2018,03,,division
Articles d'habillement,101.30000305175781,Kénitra,2018,031,03,groupe
Chaussures,100.69999694824219,Kénitra,2018,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.19999694824219,Kénitra,2018,04,,division
Loyers effectifs,100.80000305175781,Kénitra,2018,041,04,groupe
Entretien et réparation des logements,100.19999694824219,Kénitra,2018,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Kénitra,2018,044,04,groupe
"Electricité, gaz et autres combustibles",99.9000015258789,Kénitra,2018,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",100.30000305175781,Kénitra,2018,05,,division
Articles de ménage en textiles,99.4000015258789,Kénitra,2018,052,05,groupe
Appareils ménagers,99.4000015258789,Kénitra,2018,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",101.0999984741211,Kénitra,2018,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,101.4000015258789,Kénitra,2018,055,05,groupe
Biens et services liés à l'entretien courant du foyer,100.5999984741211,Kénitra,2018,056,05,groupe
Santé,100.19999694824219,Kénitra,2018,06,,division
"Produits, appareils et matériels médicaux",99.19999694824219,Kénitra,2018,061,06,groupe
Services ambulatoires,101.19999694824219,Kénitra,2018,062,06,groupe
Services hospitaliers,100.0,Kénitra,2018,063,06,groupe
Transport,102.0,Kénitra,2018,07,,division
Achat de véhicules,97.80000305175781,Kénitra,2018,071,07,groupe
Dépenses d'utilisation des véhicules,104.0999984741211,Kénitra,2018,072,07,groupe
Services de transport,101.5999984741211,Kénitra,2018,073,07,groupe
Communications,101.19999694824219,Kénitra,2018,08,,division
Services postaux,100.0,Kénitra,2018,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Kénitra,2018,082,08,groupe
Services de téléphonie et de télécopie,101.4000015258789,Kénitra,2018,083,08,groupe
Loisirs et culture,99.9000015258789,Kénitra,2018,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",99.69999694824219,Kénitra,2018,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.5,Kénitra,2018,093,09,groupe
Services récréatifs et culturels,100.4000015258789,Kénitra,2018,094,09,groupe
"Journaux, livres et articles de papeterie",100.30000305175781,Kénitra,2018,095,09,groupe
Forfaits touristiques,99.69999694824219,Kénitra,2018,0960,096,groupe
Enseignement,103.80000305175781,Kénitra,2018,10,,division
Enseignement préélémentaire et primaire,104.5,Kénitra,2018,101,10,groupe
Enseignement secondaire,104.0999984741211,Kénitra,2018,102,10,groupe
Enseignement postsecondaire non supérieur,103.30000305175781,Kénitra,2018,103,10,groupe
Enseignement supérieur,100.0,Kénitra,2018,104,10,groupe
Enseignement non défini par niveau,100.0,Kénitra,2018,105,10,groupe
Restaurants et hôtels,103.5,Kénitra,2018,11,,division
Services de restauration,104.30000305175781,Kénitra,2018,111,11,groupe
Services d'hébergement,100.19999694824219,Kénitra,2018,112,11,groupe
Biens et services divers,101.5,Kénitra,2018,12,,division
Soins corporels,101.5999984741211,Kénitra,2018,121,12,groupe
Effets personnels non classés ailleurs,100.30000305175781,Kénitra,2018,123,12,groupe
Assurance,100.0,Kénitra,2018,125,12,groupe
Services financiers,102.30000305175781,Kénitra,2018,126,12,groupe
Autres services,104.5,Kénitra,2018,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Kénitra,2018,,,total
Indice général,101.0999984741211,Kénitra,2018,,,total
Variation (en %),1.100000023841858,Kénitra,2018,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.19999694824219,Kénitra,2018,,,total
Produits alimentaires et boissons non alcoolisées,104.30000305175781,Laâyoune,2018,01,,division
Produits alimentaires,104.30000305175781,Laâyoune,2018,011,01,groupe
Boissons non alcoolisées,103.9000015258789,Laâyoune,2018,012,01,groupe
Boissons alcoolisées et tabac,108.69999694824219,Laâyoune,2018,02,,division
Tabac,108.69999694824219,Laâyoune,2018,022,02,groupe
Articles d'habillement et chaussures,99.9000015258789,Laâyoune,2018,03,,division
Articles d'habillement,99.69999694824219,Laâyoune,2018,031,03,groupe
Chaussures,100.5999984741211,Laâyoune,2018,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.30000305175781,Laâyoune,2018,04,,division
Loyers effectifs,100.19999694824219,Laâyoune,2018,041,04,groupe
Entretien et réparation des logements,99.9000015258789,Laâyoune,2018,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Laâyoune,2018,044,04,groupe
"Electricité, gaz et autres combustibles",100.4000015258789,Laâyoune,2018,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.0,Laâyoune,2018,05,,division
Articles de ménage en textiles,99.9000015258789,Laâyoune,2018,052,05,groupe
Appareils ménagers,101.5,Laâyoune,2018,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.5,Laâyoune,2018,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,96.5,Laâyoune,2018,055,05,groupe
Biens et services liés à l'entretien courant du foyer,102.30000305175781,Laâyoune,2018,056,05,groupe
Santé,99.80000305175781,Laâyoune,2018,06,,division
"Produits, appareils et matériels médicaux",99.4000015258789,Laâyoune,2018,061,06,groupe
Services ambulatoires,100.0999984741211,Laâyoune,2018,062,06,groupe
Services hospitaliers,100.0,Laâyoune,2018,063,06,groupe
Transport,103.4000015258789,Laâyoune,2018,07,,division
Achat de véhicules,100.0,Laâyoune,2018,071,07,groupe
Dépenses d'utilisation des véhicules,106.30000305175781,Laâyoune,2018,072,07,groupe
Services de transport,102.5,Laâyoune,2018,073,07,groupe
Communications,99.4000015258789,Laâyoune,2018,08,,division
Services postaux,100.0,Laâyoune,2018,081,08,groupe
Matériel de téléphonie et de télécopie,87.0999984741211,Laâyoune,2018,082,08,groupe
Services de téléphonie et de télécopie,100.5,Laâyoune,2018,083,08,groupe
Loisirs et culture,100.69999694824219,Laâyoune,2018,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",99.9000015258789,Laâyoune,2018,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.5999984741211,Laâyoune,2018,093,09,groupe
Services récréatifs et culturels,97.80000305175781,Laâyoune,2018,094,09,groupe
"Journaux, livres et articles de papeterie",101.80000305175781,Laâyoune,2018,095,09,groupe
Forfaits touristiques,100.0,Laâyoune,2018,0960,096,groupe
Enseignement,100.69999694824219,Laâyoune,2018,10,,division
Enseignement préélémentaire et primaire,100.0,Laâyoune,2018,101,10,groupe
Enseignement secondaire,101.5999984741211,Laâyoune,2018,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Laâyoune,2018,103,10,groupe
Enseignement supérieur,100.0,Laâyoune,2018,104,10,groupe
Enseignement non défini par niveau,100.0,Laâyoune,2018,105,10,groupe
Restaurants et hôtels,101.0,Laâyoune,2018,11,,division
Services de restauration,101.0999984741211,Laâyoune,2018,111,11,groupe
Services d'hébergement,100.30000305175781,Laâyoune,2018,112,11,groupe
Biens et services divers,102.9000015258789,Laâyoune,2018,12,,division
Soins corporels,103.5,Laâyoune,2018,121,12,groupe
Effets personnels non classés ailleurs,103.4000015258789,Laâyoune,2018,123,12,groupe
Assurance,100.0,Laâyoune,2018,125,12,groupe
Services financiers,100.19999694824219,Laâyoune,2018,126,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Laâyoune,2018,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.0999984741211,Laâyoune,2018,,,total
Produits alimentaires et boissons non alcoolisées,101.69999694824219,Marrakech,2018,01,,division
Produits alimentaires,101.80000305175781,Marrakech,2018,011,01,groupe
Boissons non alcoolisées,99.4000015258789,Marrakech,2018,012,01,groupe
Boissons alcoolisées et tabac,108.4000015258789,Marrakech,2018,02,,division
Boissons alcoolisées,95.69999694824219,Marrakech,2018,021,02,groupe
Tabac,108.69999694824219,Marrakech,2018,022,02,groupe
Articles d'habillement et chaussures,103.69999694824219,Marrakech,2018,03,,division
Articles d'habillement,102.69999694824219,Marrakech,2018,031,03,groupe
Chaussures,108.0,Marrakech,2018,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.0999984741211,Marrakech,2018,04,,division
Loyers effectifs,101.80000305175781,Marrakech,2018,041,04,groupe
Entretien et réparation des logements,103.9000015258789,Marrakech,2018,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Marrakech,2018,044,04,groupe
"Electricité, gaz et autres combustibles",100.0,Marrakech,2018,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",100.5999984741211,Marrakech,2018,05,,division
Articles de ménage en textiles,103.5999984741211,Marrakech,2018,052,05,groupe
Appareils ménagers,100.0,Marrakech,2018,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.69999694824219,Marrakech,2018,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,100.0999984741211,Marrakech,2018,055,05,groupe
Biens et services liés à l'entretien courant du foyer,100.30000305175781,Marrakech,2018,056,05,groupe
Santé,99.69999694824219,Marrakech,2018,06,,division
"Produits, appareils et matériels médicaux",99.30000305175781,Marrakech,2018,061,06,groupe
Services ambulatoires,100.0,Marrakech,2018,062,06,groupe
Services hospitaliers,100.0,Marrakech,2018,063,06,groupe
Transport,102.19999694824219,Marrakech,2018,07,,division
Achat de véhicules,99.4000015258789,Marrakech,2018,071,07,groupe
Dépenses d'utilisation des véhicules,102.9000015258789,Marrakech,2018,072,07,groupe
Services de transport,102.9000015258789,Marrakech,2018,073,07,groupe
Communications,100.80000305175781,Marrakech,2018,08,,division
Services postaux,100.0,Marrakech,2018,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Marrakech,2018,082,08,groupe
Services de téléphonie et de télécopie,100.9000015258789,Marrakech,2018,083,08,groupe
Loisirs et culture,99.69999694824219,Marrakech,2018,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",97.9000015258789,Marrakech,2018,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.80000305175781,Marrakech,2018,093,09,groupe
Services récréatifs et culturels,100.80000305175781,Marrakech,2018,094,09,groupe
"Journaux, livres et articles de papeterie",100.4000015258789,Marrakech,2018,095,09,groupe
Forfaits touristiques,100.4000015258789,Marrakech,2018,0960,096,groupe
Enseignement,100.80000305175781,Marrakech,2018,10,,division
Enseignement préélémentaire et primaire,101.4000015258789,Marrakech,2018,101,10,groupe
Enseignement secondaire,100.5999984741211,Marrakech,2018,102,10,groupe
Enseignement postsecondaire non supérieur,100.5999984741211,Marrakech,2018,103,10,groupe
Enseignement supérieur,100.0,Marrakech,2018,104,10,groupe
Enseignement non défini par niveau,97.9000015258789,Marrakech,2018,105,10,groupe
Restaurants et hôtels,100.9000015258789,Marrakech,2018,11,,division
Services d'hébergement,99.19999694824219,Marrakech,2018,112,11,groupe
Biens et services divers,101.0,Marrakech,2018,12,,division
Soins corporels,101.0999984741211,Marrakech,2018,121,12,groupe
Effets personnels non classés ailleurs,103.30000305175781,Marrakech,2018,123,12,groupe
Assurance,100.0,Marrakech,2018,125,12,groupe
Services financiers,100.0,Marrakech,2018,126,12,groupe
Autres services,102.4000015258789,Marrakech,2018,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,99.5999984741211,Marrakech,2018,,,total
services de restauration,101.19999694824219,Marrakech,2018,,,total
Indice général,101.5,Marrakech,2018,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.0999984741211,Marrakech,2018,,,total
Produits alimentaires et boissons non alcoolisées,100.4000015258789,Meknès,2018,01,,division
Produits alimentaires,100.5,Meknès,2018,011,01,groupe
Boissons non alcoolisées,97.80000305175781,Meknès,2018,012,01,groupe
Boissons alcoolisées et tabac,108.5,Meknès,2018,02,,division
Boissons alcoolisées,100.0,Meknès,2018,021,02,groupe
Tabac,108.69999694824219,Meknès,2018,022,02,groupe
Articles d'habillement et chaussures,100.0999984741211,Meknès,2018,03,,division
Articles d'habillement,100.30000305175781,Meknès,2018,031,03,groupe
Chaussures,99.5999984741211,Meknès,2018,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.5,Meknès,2018,04,,division
Loyers effectifs,100.30000305175781,Meknès,2018,041,04,groupe
Entretien et réparation des logements,102.0999984741211,Meknès,2018,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Meknès,2018,044,04,groupe
"Electricité, gaz et autres combustibles",100.4000015258789,Meknès,2018,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",98.69999694824219,Meknès,2018,05,,division
Articles de ménage en textiles,100.80000305175781,Meknès,2018,052,05,groupe
Appareils ménagers,100.0999984741211,Meknès,2018,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.19999694824219,Meknès,2018,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,99.9000015258789,Meknès,2018,055,05,groupe
Biens et services liés à l'entretien courant du foyer,95.9000015258789,Meknès,2018,056,05,groupe
Santé,100.30000305175781,Meknès,2018,06,,division
"Produits, appareils et matériels médicaux",99.4000015258789,Meknès,2018,061,06,groupe
Services ambulatoires,101.30000305175781,Meknès,2018,062,06,groupe
Services hospitaliers,100.0,Meknès,2018,063,06,groupe
Transport,102.0999984741211,Meknès,2018,07,,division
Achat de véhicules,100.69999694824219,Meknès,2018,071,07,groupe
Dépenses d'utilisation des véhicules,103.9000015258789,Meknès,2018,072,07,groupe
Services de transport,102.0,Meknès,2018,073,07,groupe
Communications,101.30000305175781,Meknès,2018,08,,division
Services postaux,100.0,Meknès,2018,081,08,groupe
Matériel de téléphonie et de télécopie,99.0,Meknès,2018,082,08,groupe
Services de téléphonie et de télécopie,101.5999984741211,Meknès,2018,083,08,groupe
Loisirs et culture,100.30000305175781,Meknès,2018,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",100.5,Meknès,2018,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.0,Meknès,2018,093,09,groupe
Services récréatifs et culturels,100.0,Meknès,2018,094,09,groupe
"Journaux, livres et articles de papeterie",100.19999694824219,Meknès,2018,095,09,groupe
Forfaits touristiques,100.0,Meknès,2018,0960,096,groupe
Enseignement,102.0,Meknès,2018,10,,division
Enseignement préélémentaire et primaire,102.80000305175781,Meknès,2018,101,10,groupe
Enseignement secondaire,101.69999694824219,Meknès,2018,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Meknès,2018,103,10,groupe
Enseignement supérieur,101.0999984741211,Meknès,2018,104,10,groupe
Enseignement non défini par niveau,100.0,Meknès,2018,105,10,groupe
Restaurants et hôtels,100.4000015258789,Meknès,2018,11,,division
Services de restauration,100.4000015258789,Meknès,2018,111,11,groupe
Services d'hébergement,100.0999984741211,Meknès,2018,112,11,groupe
Biens et services divers,104.0999984741211,Meknès,2018,12,,division
Soins corporels,105.0999984741211,Meknès,2018,121,12,groupe
Effets personnels non classés ailleurs,102.0999984741211,Meknès,2018,123,12,groupe
